All simulated populations		 Populations with Top 10% mean similarity		 Populations with Median 10% mean similarity
Population id	Centrality	Mean similarity	Centrality	Mean similarity	Centrality	Mean similarity
1	0.15873015873015872	0.32554828081498016	0.5866666666666667	0.382467023802004	0.1794871794871795	0.3480779432993323	
2	0.19298245614035087	0.3459007150008844	0.6410256410256411	0.3902044628186574	0.15492957746478872	0.35170245568637504	
3	0.1794871794871795	0.3480779432993323	0.6444444444444445	0.3793322300009887	0.19736842105263158	0.34829405551920084	
4	0.15942028985507245	0.32693485215778545	0.611764705882353	0.38034315515247685	0.19047619047619047	0.3540039944954311	
5	0.15463917525773196	0.33010256984332137	0.6831683168316832	0.3881057470711054	0.16666666666666666	0.3516164559493069	
6	0.1875	0.33564129870796705	0.6557377049180327	0.37917886583050986	0.189873417721519	0.35344619870094385	
7	0.1774193548387097	0.3277247500118177	0.6666666666666666	0.3804505575517315	0.23809523809523808	0.351301331097957	
8	0.17	0.3364101146489833	0.6875	0.3844203054728641	0.21649484536082475	0.35325779643577393	
9	0.1702127659574468	0.32438989290855635	0.6666666666666666	0.37913119290625963	0.20987654320987653	0.35304792381325056	
10	0.1875	0.32516570629319214	0.654320987654321	0.3793576404272709	0.23863636363636365	0.35260149958340625	
11	0.15492957746478872	0.35170245568637504	0.6947368421052632	0.3832474506029737	0.20224719101123595	0.34989563341712276	
12	0.18	0.34273330101674043	0.6956521739130435	0.3863403873180207	0.23170731707317074	0.35410906086130245	
13	0.2	0.34545538953505395	0.6923076923076923	0.3860099620969703	0.20238095238095238	0.35110015786709037	
14	0.1891891891891892	0.34141448588392254	0.676923076923077	0.38426812531394894	0.23636363636363636	0.3528159412236892	
15	0.1348314606741573	0.3264380155766635	0.673469387755102	0.37991626331158057	0.22807017543859648	0.3503439527145846	
16	0.18181818181818182	0.33823094912081364	0.7407407407407407	0.3845822093882074	0.23076923076923078	0.3482801160053852	
17	0.18181818181818182	0.3358854668813988	0.7010309278350515	0.38058553174979337	0.22807017543859648	0.34898547975393757	
18	0.19230769230769232	0.3354198146447916	0.7422680412371134	0.3818213369084291	0.2289156626506024	0.34852282702285775	
19	0.19047619047619047	0.33596143545966667	0.71875	0.3867533256252617	0.25	0.3498896478034578	
20	0.18478260869565216	0.3358319931259786	0.7346938775510204	0.3830428557676028	0.21348314606741572	0.352150699963733	
21	0.16049382716049382	0.32853474632904933	0.7088607594936709	0.38417863466672253	0.23529411764705882	0.3517944562428982	
22	0.2	0.3138715312546237	0.7111111111111111	0.3792589768714988	0.2459016393442623	0.35317993791742014	
23	0.19767441860465115	0.33578787967265716	0.7368421052631579	0.38232435898872263	0.24705882352941178	0.35136874650495387	
24	0.19736842105263158	0.34829405551920084	0.7333333333333333	0.3812921482164872	0.29213483146067415	0.3535611763999649	
25	0.18666666666666668	0.344526129761974	0.7647058823529411	0.3984591589545289	0.2878787878787879	0.35292372646765524	
26	0.171875	0.33053591021130413	0.776595744680851	0.3828843355486009	0.25925925925925924	0.35301983805669274	
27	0.17525773195876287	0.3277869078178874	0.7931034482758621	0.38494008875376934	0.2871287128712871	0.34869783621894995	
28	0.17	0.3337260944026585	0.7627118644067796	0.3911118565098024	0.29577464788732394	0.3513438921131638	
29	0.13114754098360656	0.3260300358013998	0.7731958762886598	0.38237165176485816	0.2714285714285714	0.3498395907482132	
30	0.1935483870967742	0.3401618544599221	0.76	0.40132719033511116	0.2777777777777778	0.35151403761700123	
31	0.18556701030927836	0.3385789152149046	0.7976190476190477	0.38625319084490767	0.25675675675675674	0.3531693912672062	
32	0.1875	0.3373441603121441	0.7837837837837838	0.37995366964794464	0.2962962962962963	0.34818463730164273	
33	0.16842105263157894	0.33382330789926384	0.7849462365591398	0.38555977286409127	0.3	0.3510218214923357	
34	0.19540229885057472	0.3414624201000804	0.8210526315789474	0.3809891313882842	0.28125	0.34902892933337193	
35	0.17525773195876287	0.3339563323386469	0.81	0.3830692814759823	0.3	0.34937345330247005	
36	0.19047619047619047	0.3540039944954311	0.8478260869565217	0.39281919743998484	0.2878787878787879	0.3515402853070132	
37	0.15625	0.3278982746778864	0.8051948051948052	0.3912033583493564	0.2692307692307692	0.3508775386828066	
38	0.16842105263157894	0.3345980570118514	0.828125	0.38334890799630505	0.2777777777777778	0.3524319696910784	
39	0.19540229885057472	0.33460739838623327	0.8260869565217391	0.38528178913394856	0.2978723404255319	0.34809226520967657	
40	0.17525773195876287	0.339738402149316	0.8279569892473119	0.3862611671234818	0.25675675675675674	0.3494353378962055	
41	0.19047619047619047	0.3444224938560075	0.8333333333333334	0.3912876996197323	0.2542372881355932	0.34860524711762525	
42	0.15625	0.32579298394051037	0.8041237113402062	0.3933055872556255	0.29545454545454547	0.34813955243778993	
